source_code,src_db_name,src_table_name,src_column_name,ordinal_position,data_type,is_nullable,column_default,column_comment,constraint_type,ref_table,ref_column,ods_table_name,ods_column_name,transform_rule,updated_at
yummy001,yummy,commercial_evaluation_miscellaneous,labor_dispute_basis,22,varchar(255),YES,,【商务配合】：劳务纠纷-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,labor_dispute_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,settlement_documents_score,23,varchar(255),YES,,【商务配合】：结算资料（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,settlement_documents_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,settlement_documents_basis,24,varchar(255),YES,,【商务配合】：结算资料-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,settlement_documents_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,engineering_change_score,25,varchar(255),YES,,【商务配合】：工程变更（20分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,engineering_change_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,engineering_change_basis,26,varchar(255),YES,,【商务配合】：工程变更-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,engineering_change_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,malicious_overestimation_of_budget_score,27,varchar(255),YES,,【商务配合】：恶意高估预算（10分）,-,,,ods_yummy_commercial_evaluation_miscellaneous,malicious_overestimation_of_budget_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,malicious_overestimation_of_budget_basis,28,varchar(255),YES,,【商务配合】：恶意高估预算-评分依据,-,,,ods_yummy_commercial_evaluation_miscellaneous,malicious_overestimation_of_budget_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_miscellaneous,attachment,29,varchar(255),YES,,附件,-,,,ods_yummy_commercial_evaluation_miscellaneous,attachment,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_commercial_evaluation_post_delivery,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_commercial_evaluation_post_delivery,is_assessment_completed,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_commercial_evaluation_post_delivery,evaluator,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,complaint_safety_penalty_cooperation_deduction_score,4,varchar(255),YES,,【扣分项】：投诉&安全处罚&配合度(15分),-,,,ods_yummy_commercial_evaluation_post_delivery,complaint_safety_penalty_cooperation_deduction_score,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_commercial_evaluation_post_delivery,contract_amount,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_commercial_evaluation_post_delivery,our_company_entity,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_commercial_evaluation_post_delivery,supplier_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_commercial_evaluation_post_delivery,project_type,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_commercial_evaluation_post_delivery,project_name,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_commercial_evaluation_post_delivery,project_stage,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,complaint_safety_penalty_cooperation_deduction_basis,11,varchar(255),YES,,【扣分项】：投诉&安全处罚&配合度-评分依据,-,,,ods_yummy_commercial_evaluation_post_delivery,complaint_safety_penalty_cooperation_deduction_basis,无,2026-04-12
yummy001,yummy,commercial_evaluation_post_delivery,attachment,12,varchar(255),YES,,附件,-,,,ods_yummy_commercial_evaluation_post_delivery,attachment,无,2026-04-12
yummy001,yummy,evaluation_link_management,multi_line_text,1,varchar(255),YES,,多行文本,-,,,ods_yummy_evaluation_link_management,multi_line_text,无,2026-04-12
yummy001,yummy,evaluation_link_management,supplier_category,2,varchar(255),YES,,供应商类别,-,,,ods_yummy_evaluation_link_management,supplier_category,无,2026-04-12
yummy001,yummy,evaluation_link_management,department,3,varchar(255),YES,,部门,-,,,ods_yummy_evaluation_link_management,department,无,2026-04-12
yummy001,yummy,evaluation_link_management,technical_evaluation_link,4,varchar(255),YES,,技术评分表链接,-,,,ods_yummy_evaluation_link_management,technical_evaluation_link,无,2026-04-12
yummy001,yummy,evaluation_link_management,procurement_evaluation_link,5,varchar(255),YES,,采购评分表链接,-,,,ods_yummy_evaluation_link_management,procurement_evaluation_link,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,perioddate,1,varchar(255),YES,,2222,-,,,ods_yummy_ods_itf_po_employee_df,perioddate,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,employeeid,2,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,employeeid,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,employeename,3,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,employeename,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,managerid,4,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,managerid,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl1,5,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl1,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl1name,6,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl1name,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl2,7,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl2,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl2name,8,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl2name,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl3,9,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl3,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl3name,10,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl3name,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl4,11,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl4,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl4name,12,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl4name,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl5,13,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl5,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departl5name,14,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departl5name,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,hiredate,15,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,hiredate,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,termdate,16,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,termdate,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,jobstatus,17,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,jobstatus,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,birthday,18,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,birthday,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,updatedtime,19,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,updatedtime,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,companyclassification,20,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,companyclassification,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,officelocation,21,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,officelocation,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,departcode,22,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,departcode,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,parentdepartcode,23,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,parentdepartcode,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,companyname,24,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,companyname,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,jobname,25,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,jobname,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,telephonenumber,26,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,telephonenumber,无,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,dingtalkid,27,varchar(255),YES,,,-,,,ods_yummy_ods_itf_po_employee_df,dingtalkid,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,index_column,1,varchar(255),YES,,索引列,-,,,ods_yummy_supplier_evaluation_list,index_column,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,supplier_name,2,varchar(255),YES,,供应商名称,-,,,ods_yummy_supplier_evaluation_list,supplier_name,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,evaluation_cycle,3,varchar(255),YES,,考核周期,-,,,ods_yummy_supplier_evaluation_list,evaluation_cycle,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,supplier_notification_email,4,varchar(255),YES,,供应商通知邮箱,-,,,ods_yummy_supplier_evaluation_list,supplier_notification_email,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_type,5,varchar(255),YES,,项目类型,-,,,ods_yummy_supplier_evaluation_list,project_type,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,department,6,varchar(255),YES,,部门,-,,,ods_yummy_supplier_evaluation_list,department,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_name,7,varchar(255),YES,,项目名称,-,,,ods_yummy_supplier_evaluation_list,project_name,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_contract_amount,8,varchar(255),YES,,项目/合同金额（万元）,-,,,ods_yummy_supplier_evaluation_list,project_contract_amount,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,engineering_name_with_supplementary_agreement,9,varchar(255),YES,,工程名称（含补充协议）,-,,,ods_yummy_supplier_evaluation_list,engineering_name_with_supplementary_agreement,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,our_company_entity,10,varchar(255),YES,,我司主体,-,,,ods_yummy_supplier_evaluation_list,our_company_entity,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_stage,11,varchar(255),YES,,项目阶段,-,,,ods_yummy_supplier_evaluation_list,project_stage,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_responsible_person,12,varchar(255),YES,,技术负责人,-,,,ods_yummy_supplier_evaluation_list,technical_responsible_person,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_responsible_person_score_confirmation,13,varchar(255),YES,,技术负责人评分确认,-,,,ods_yummy_supplier_evaluation_list,technical_responsible_person_score_confirmation,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,notify_technical_responsible_person,14,varchar(255),YES,,通知技术负责人,-,,,ods_yummy_supplier_evaluation_list,notify_technical_responsible_person,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,procurement_manager_score_confirmation,15,varchar(255),YES,,采购经理评分确认,-,,,ods_yummy_supplier_evaluation_list,procurement_manager_score_confirmation,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_manager,16,varchar(255),YES,,项目经理,-,,,ods_yummy_supplier_evaluation_list,project_manager,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,project_manager_score_confirmation,17,varchar(255),YES,,项目经理评分确认,-,,,ods_yummy_supplier_evaluation_list,project_manager_score_confirmation,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,notify_project_manager,18,varchar(255),YES,,通知项目经理,-,,,ods_yummy_supplier_evaluation_list,notify_project_manager,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_evaluator,19,varchar(255),YES,,技术评分人,-,,,ods_yummy_supplier_evaluation_list,technical_evaluator,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,commercial_evaluator,20,varchar(255),YES,,商务评分人,-,,,ods_yummy_supplier_evaluation_list,commercial_evaluator,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,commercial_responsible_person_contact_email,21,varchar(255),YES,,商务负责人.联系邮箱,-,,,ods_yummy_supplier_evaluation_list,commercial_responsible_person_contact_email,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,remarks,22,varchar(255),YES,,备注,-,,,ods_yummy_supplier_evaluation_list,remarks,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,business_evaluation_form,23,varchar(255),YES,,业务评分表,-,,,ods_yummy_supplier_evaluation_list,business_evaluation_form,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,procurement_evaluation_form,24,varchar(255),YES,,采购评分表,-,,,ods_yummy_supplier_evaluation_list,procurement_evaluation_form,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_score,25,varchar(255),YES,,技术评分,-,,,ods_yummy_supplier_evaluation_list,technical_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_comprehensive_score,26,varchar(255),YES,,技术综合评分,-,,,ods_yummy_supplier_evaluation_list,technical_comprehensive_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,technical_score_assistance,27,varchar(255),YES,,技术评分辅助,-,,,ods_yummy_supplier_evaluation_list,technical_score_assistance,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,commercial_score,28,varchar(255),YES,,商务评分,-,,,ods_yummy_supplier_evaluation_list,commercial_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,commercial_comprehensive_score,29,varchar(255),YES,,商务综合评分,-,,,ods_yummy_supplier_evaluation_list,commercial_comprehensive_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,contract_performance_evaluation_comprehensive_score,30,varchar(255),YES,,履约评价综合得分,-,,,ods_yummy_supplier_evaluation_list,contract_performance_evaluation_comprehensive_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,supplier_rating,31,varchar(255),YES,,供应商评级,-,,,ods_yummy_supplier_evaluation_list,supplier_rating,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,notify_technical_evaluator,32,varchar(255),YES,,通知技术评分人,-,,,ods_yummy_supplier_evaluation_list,notify_technical_evaluator,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,urge_technical_score,33,varchar(255),YES,,催促技术评分,-,,,ods_yummy_supplier_evaluation_list,urge_technical_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,urge_procurement_score,34,varchar(255),YES,,催促采购评分,-,,,ods_yummy_supplier_evaluation_list,urge_procurement_score,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,notify_commercial_evaluator,35,varchar(255),YES,,通知商务评分人,-,,,ods_yummy_supplier_evaluation_list,notify_commercial_evaluator,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,score_attachment,36,varchar(255),YES,,评分附件,-,,,ods_yummy_supplier_evaluation_list,score_attachment,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,generate_score_attachment,37,varchar(255),YES,,生成评分附件,-,,,ods_yummy_supplier_evaluation_list,generate_score_attachment,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,commercial_responsible_person_contact_email_copy,38,varchar(255),YES,,商务负责人.联系邮箱 副本,-,,,ods_yummy_supplier_evaluation_list,commercial_responsible_person_contact_email_copy,无,2026-04-12
yummy001,yummy,supplier_evaluation_list,notify_commercial_responsible_person,39,varchar(255),YES,,通知商务负责人,-,,,ods_yummy_supplier_evaluation_list,notify_commercial_responsible_person,无,2026-04-12
yummy001,yummy,technical_evaluation,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_technical_evaluation,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,technical_evaluation,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_technical_evaluation,is_assessment_completed,无,2026-04-12
yummy001,yummy,technical_evaluation,evaluator,3,varchar(255),YES,,评分人,-,,,ods_yummy_technical_evaluation,evaluator,无,2026-04-12
yummy001,yummy,technical_evaluation,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_technical_evaluation,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,technical_evaluation,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_technical_evaluation,contract_amount,无,2026-04-12
yummy001,yummy,technical_evaluation,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_technical_evaluation,our_company_entity,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_technical_evaluation,supplier_name,无,2026-04-12
yummy001,yummy,technical_evaluation,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_technical_evaluation,project_type,无,2026-04-12
yummy001,yummy,technical_evaluation,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_technical_evaluation,project_name,无,2026-04-12
yummy001,yummy,technical_evaluation,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_technical_evaluation,project_stage,无,2026-04-12
yummy001,yummy,technical_evaluation,equipment_technical_parameter_match_score,11,varchar(255),YES,,【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度（20分）,-,,,ods_yummy_technical_evaluation,equipment_technical_parameter_match_score,无,2026-04-12
yummy001,yummy,technical_evaluation,equipment_technical_parameter_match_basis,12,varchar(255),YES,,【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度-评分依据,-,,,ods_yummy_technical_evaluation,equipment_technical_parameter_match_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_completeness_score,13,varchar(255),YES,,【公辅设备技术方案实施评分】：公辅设备方案的完整性（20分),-,,,ods_yummy_technical_evaluation,auxiliary_equipment_completeness_score,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_completeness_basis,14,varchar(255),YES,,【公辅设备技术方案实施评分】：公辅设备方案的完整性-评分依据,-,,,ods_yummy_technical_evaluation,auxiliary_equipment_completeness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_risk_identification_score,15,varchar(255),YES,,【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理（20分),-,,,ods_yummy_technical_evaluation,auxiliary_equipment_risk_identification_score,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_risk_identification_basis,16,varchar(255),YES,,【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理-评分依据,-,,,ods_yummy_technical_evaluation,auxiliary_equipment_risk_identification_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_on_site_technical_capability_score,17,varchar(255),YES,,【公辅设备技术方案实施评分】：供应商设备现场技术处理能力（10分),-,,,ods_yummy_technical_evaluation,supplier_on_site_technical_capability_score,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_on_site_technical_capability_basis,18,varchar(255),YES,,【公辅设备技术方案实施评分】：供应商设备现场技术处理能力-评分依据,-,,,ods_yummy_technical_evaluation,supplier_on_site_technical_capability_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_change_professionalism_score,19,varchar(255),YES,,【公辅设备供应商的服务与配合】：供应商对需求变更的专业度(10分),-,,,ods_yummy_technical_evaluation,supplier_change_professionalism_score,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_change_professionalism_basis,20,varchar(255),YES,,【公辅设备供应商的服务与配合】：供应商对需求变更的专业度-评分依据,-,,,ods_yummy_technical_evaluation,supplier_change_professionalism_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_change_cooperation_score,21,varchar(255),YES,,【公辅设备供应商的服务与配合】：供应商对需求变更配合度(10分),-,,,ods_yummy_technical_evaluation,supplier_change_cooperation_score,无,2026-04-12
yummy001,yummy,technical_evaluation,supplier_change_cooperation_basis,22,varchar(255),YES,,【公辅设备供应商的服务与配合】：供应商对需求变更配合度-评分依据,-,,,ods_yummy_technical_evaluation,supplier_change_cooperation_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_inspection_timeliness_score,23,varchar(255),YES,,【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性(10分),-,,,ods_yummy_technical_evaluation,auxiliary_equipment_inspection_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation,auxiliary_equipment_inspection_timeliness_basis,24,varchar(255),YES,,【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性-评分依据,-,,,ods_yummy_technical_evaluation,auxiliary_equipment_inspection_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation,attachment,25,varchar(255),YES,,附件,-,,,ods_yummy_technical_evaluation,attachment,无,2026-04-12
yummy001,yummy,technical_evaluation,project_manager,26,varchar(255),YES,,项目经理,-,,,ods_yummy_technical_evaluation,project_manager,无,2026-04-12
yummy001,yummy,technical_evaluation,department,27,varchar(255),YES,,部门,-,,,ods_yummy_technical_evaluation,department,无,2026-04-12
yummy001,yummy,technical_evaluation,technical_responsible_person,28,varchar(255),YES,,技术负责人,-,,,ods_yummy_technical_evaluation,technical_responsible_person,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_to_be_evaluated,1,varchar(255),YES,,待评分项目,-,,,ods_yummy_technical_evaluation_cost_consulting,project_to_be_evaluated,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,is_assessment_completed,2,varchar(255),YES,,是否已完成评估,-,,,ods_yummy_technical_evaluation_cost_consulting,is_assessment_completed,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,evaluator,3,varchar(255),YES,,评分人员,-,,,ods_yummy_technical_evaluation_cost_consulting,evaluator,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,business_evaluation_total_score,4,varchar(255),YES,,业务评价总分,-,,,ods_yummy_technical_evaluation_cost_consulting,business_evaluation_total_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,contract_amount,5,varchar(255),YES,,合同金额,-,,,ods_yummy_technical_evaluation_cost_consulting,contract_amount,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,our_company_entity,6,varchar(255),YES,,我司主体,-,,,ods_yummy_technical_evaluation_cost_consulting,our_company_entity,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,supplier_name,7,varchar(255),YES,,供应商名称,-,,,ods_yummy_technical_evaluation_cost_consulting,supplier_name,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_type,8,varchar(255),YES,,项目类型,-,,,ods_yummy_technical_evaluation_cost_consulting,project_type,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_name,9,varchar(255),YES,,项目名称,-,,,ods_yummy_technical_evaluation_cost_consulting,project_name,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_stage,10,varchar(255),YES,,项目阶段,-,,,ods_yummy_technical_evaluation_cost_consulting,project_stage,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,consulting_unit_cooperation_score,11,varchar(255),YES,,【服务与配合】：咨询单位配合情况（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,consulting_unit_cooperation_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,consulting_unit_cooperation_basis,12,varchar(255),YES,,【服务与配合】：咨询单位配合情况-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,consulting_unit_cooperation_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_score,13,varchar(255),YES,,【准确性及时效性】：项目方案、联系单测算准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_basis,14,varchar(255),YES,,【准确性及时效性】：项目方案、联系单测算准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_score,15,varchar(255),YES,,【准确性及时效性】：招标预算及清单编制准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_basis,16,varchar(255),YES,,【准确性及时效性】：招标预算及清单编制准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_score,17,varchar(255),YES,,【准确性及时效性】：预算转固审核准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_basis,18,varchar(255),YES,,【准确性及时效性】：预算转固审核准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_score,19,varchar(255),YES,,【准确性及时效性】：现场签证变更审核准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_basis,20,varchar(255),YES,,【准确性及时效性】：现场签证变更审核准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,settlement_review_accuracy_and_timeliness_score,21,varchar(255),YES,,【准确性及时效性】：结算审核准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,settlement_review_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,settlement_review_accuracy_and_timeliness_basis,22,varchar(255),YES,,【准确性及时效性】：结算审核准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,settlement_review_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,progress_payment_review_accuracy_and_timeliness_score,23,varchar(255),YES,,【准确性及时效性】：进度款审核准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,progress_payment_review_accuracy_and_timeliness_score,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,progress_payment_review_accuracy_and_timeliness_basis,24,varchar(255),YES,,【准确性及时效性】：进度款审核准确性及时效性-评分依据,-,,,ods_yummy_technical_evaluation_cost_consulting,progress_payment_review_accuracy_and_timeliness_basis,无,2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,material_inquiry_accuracy_and_timeliness_score,25,varchar(255),YES,,【准确性及时效性】：材料询价准确性及时效性（10分）,-,,,ods_yummy_technical_evaluation_cost_consulting,material_inquiry_accuracy_and_timeliness_score,无,2026-04-12
